"","class","email"
"2902","ham","Bill, as in: Are there any letters for me. i‰Ûªm expecting one from orange that isn‰Ûªt a bill but may still say orange on it."
"4193","ham","Ok i'm coming home now."
"1984","ham","I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob"
"2348","ham","But i dint slept in afternoon."
"1399","ham","No did you check? I got his detailed message now"
"3688","ham","I'll meet you in the lobby"
"445","ham","\HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS"
"3107","ham","Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks"
"4309","ham","He dint tell anything. He is angry on me that why you told to abi."
"5163","ham","Just send a text. We'll skype later."
"289","ham","My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
"1549","ham","Me, i dont know again oh"
"3292","ham","Dear good morning how you feeling dear"
"1666","ham","Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor..."
"3306","ham","HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX"
"4956","ham","Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it."
"5155","ham","Like  &lt;#&gt; , same question"
"1935","ham","Hope you are having a great day."
"40","ham","Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!"
"3778","ham","Once a fishrman woke early in d mrng. It was very dark. He waited a while &amp; found a sack ful of stones. He strtd throwin thm in2 d sea 2 pass time. Atlast he had jus 1stone, sun rose up &amp; he found out tht those r nt stones, those were diamonds. Moral:\Dont wake up early in d mrng'' GOOD night"""
"2024","ham","Is there any movie theatre i can go to and watch unlimited movies and just pay once?"
"2532","ham","What's happening with you. Have you gotten a job and have you begun registration for permanent residency"
"5474","ham","Ok lor Ì_ reaching then message me."
"5317","ham","Jus finish watching tv... U?"
"2038","ham","Oh sorry please its over"
"1226","ham","sir, you will receive the account no another 1hr time. Sorry for the delay."
"596","ham","I am great! How are you?"
"512","ham","Prabha..i'm soryda..realy..frm heart i'm sory"
"334","ham","Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor."
"2155","ham","Oh god i am happy to see your message after 3 days"
"3451","ham","Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am"
"4639","ham","Of course. I guess god's just got me on hold right now."
"4081","ham","Hurry home. Soup is DONE!"
"1791","ham","Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat..."
"105","ham","Umma my life and vava umma love you lot dear"
"1071","ham","alright, I'll make sure the car is back tonight"
"4070","ham","Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all"
"745","ham","Men like shorter ladies. Gaze up into his eyes."
"3385","ham","Ok can..."
"5316","ham","Hahaha..use your brain dear"
"42","ham","Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy"
"2714","ham","Nope i'm not drivin... I neva develop da photos lei..."
"3541","ham","If you are not coughing then its nothing"
"1826","ham","Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!"
"3596","ham","Good morning princess! Happy New Year!"
"2153","ham","Hi kindly give us back our documents which we submitted for loan from STAPATI"
"2257","ham","Just checked out, heading out to drop off my stuff now"
"2808","ham","Yes princess! I want to catch you with my big strong hands..."
"2454","ham","How much she payed. Suganya."
"3511","ham","I'm serious. You are in the money base"
"3481","ham","Wherre's my boytoy ? :-("
"3283","ham","Hey tmr maybe can meet you at yck"
"4722","ham","I'm home, my love ... If your still awake ... *loving kiss*"
"1762","ham","Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear."
"756","ham","So why didnt you holla?"
"1302","ham","I tot u reach liao. He said t-shirt."
"721","ham","Oh is it? Send me the address"
"567","ham","Oooh bed ridden ey? What are YOU thinking of?"
"767","ham","I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time..."
"5062","ham","Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?"
"3723","ham","We left already we at orchard now."
"4238","ham","Lol wtf random. Btw is that your lunch break"
"667","ham","Carlos'll be here in a minute if you still need to buy"
"4069","ham","Hope youåÕre not having too much fun without me!! see u tomorrow love jess x"
"3636","ham","\ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX\"""""
"2271","ham","U know we watchin at lido?"
"4607","ham","Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!"
"5199","ham","She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request."
"4588","ham","I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :)"
"2713","ham","Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath"
"1520","ham","Check wid corect speling i.e. Sarcasm"
"806","ham","I dled 3d its very imp"
"5073","ham","Gud ni8 dear..slp well..take care..swt dreams..Muah.."
"606","ham","TaKe CaRE n gET WeLL sOOn"
"888","ham","Y dun cut too short leh. U dun like ah? She failed. She's quite sad."
"4940","ham","ÌÏ go home liao? Ask dad to pick me up at 6..."
"340","ham","U calling me right? Call my hand phone..."
"1838","ham","And how's your husband."
"1046","ham","Come round, it's . "
"22","ham","I‰Û÷m going to try for 2 months ha ha only joking"
"4831","ham","Po de :-):):-):-):-). No need job aha."
"814","ham","I borrow ur bag ok."
"1114","ham","No I'm good for the movie, is it ok if I leave in an hourish?"
"4196","ham","Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy"
"5495","ham","Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in."
"1170","ham","Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil"
"3318","ham","I'm freezing and craving ice. Fml"
"4414","ham","How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed."
"2467","ham","He is world famamus...."
"1234","ham","Lol ok. I'll snatch her purse too."
"4285","ham","I pocked you up there before"
"753","ham","Dont gimme that lip caveboy"
"3898","ham","Otherwise had part time job na-tuition.."
"4635","ham","How come i din c Ì_... Yup i cut my hair..."
"2182","ham","Ok."
"3248","ham","Also track down any lighters you can find"
"3705","ham","Ok. Very good. Its all about making that money."
"1473","ham","Just sent you an email ‰ÛÒ to an address with incomm in it, is that right?"
"329","ham","Cool, text me when you're parked"
"45","ham","Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches..."
"651","ham","Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :)"
"3448","ham","Its  &lt;#&gt; k here oh. Should i send home for sale."
"1994","ham","Eh den sat u book e kb liao huh..."
"1652","ham","I wan but too early lei... Me outside now wun b home so early... Neva mind then..."
"5341","ham","Are u awake? Is there snow there?"
"4936","ham","K..k.:)congratulation .."
"1508","ham","Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
"1539","ham","Midnight at the earliest"
"5171","ham","I'm in school now n i'll be in da lab doing some stuff give me a call when Ì_ r done."
"2535","ham","Ok enjoy . R u there in home."
"5482","ham","Shall call now dear having food"
"3502","ham","I will come to ur home now"
"3139","ham","Is ur lecture over?"
"4614","ham","hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30"
"1857","ham","Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
"4461","ham","Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha."
"1195","ham","Ok... C ya..."
"532","ham","What Today-sunday..sunday is holiday..so no work.."
"2052","ham","Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx"
"2619","ham","Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!"
"2893","ham","K I'll be sure to get up before noon and see what's what"
"4246","ham","Well welp is sort of a semiobscure internet thing"
"2609","ham","Hello madam how are you ?"
"1952","ham","Haha... Really oh no... How? Then will they deduct your lesson tmr?"
"2174","ham","Hiya, had a good day? Have you spoken to since the weekend?"
"1760","ham","Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?"
"230","ham","Dear good morning now only i am up"
"4746","ham","Orh i tot u say she now still dun believe."
"3943","ham","I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon"
"3518","ham","Are you willing to go for apps class."
"4883","ham","New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
"693","ham","My sister in law, hope you are having a great month. Just saying hey. Abiola"
"3661","ham","Well then you have a great weekend!"
"198","ham","is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? "
"3832","ham","Ok."
"565","ham","Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ..."
"2340","ham","Cheers for the message Zogtorius. IåÕve been staring at my phone for an age deciding whether to text or not."
"4655","ham","Our Prasanth ettans mother passed away last night. Just pray for her and family."
"2060","ham","He didn't see his shadow. We get an early spring yay"
"2213","ham","This is one of the days you have a billion classes, right?"
"3940","ham","Does daddy have a bb now."
"1833","ham","What time is ur flight tmr?"
"4694","ham","Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly."
"1261","ham","Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem"
"2080","ham","I can take you at like noon"
"2717","ham","House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
"1725","ham","There bold 2  &lt;#&gt; . Is that yours"
"1403","ham","You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone."
"3293","ham","A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die"
"2623","ham","Ok lor..."
"3670","ham","Ok thanx... Take care then..."
"4450","ham","Awesome, be there in a minute"
"4244","ham","Aight, I'm chillin in a friend's room so text me when you're on the way"
"1055","ham","HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH."
"5091","ham","St andre, virgil's cream"
"718","ham","Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748"
"3776","ham","Ok lor. Msg me b4 u call."
"2075","ham","Yar lor actually we quite fast... Cos da ge slow wat... Haha..."
"3930","ham","I thk Ì_ gotta go home by urself. Cos i'll b going out shopping 4 my frens present. "
"4656","ham","K, I'll work something out"
"4441","ham","I'm going 2 orchard now laready me reaching soon. U reaching?"
"2588","ham","Aight, see you in a bit"
"1167","ham","I am not having her number sir"
"1201","ham","Otherwise had part time job na-tuition.."
"1179","ham","I'm outside islands, head towards hard rock and you'll run into me"
"3809","ham","At the funeral home with Audrey and dad"
"2685","ham","Yupz... I've oredi booked slots 4 my weekends liao... "
"3049","ham","Lol they don't know about my awesome phone. I could click delete right now if I want."
"4213","ham","I attended but nothing is there."
"2356","ham","Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*"
"2773","ham","Still in customer place"
"5194","ham","It's wylie, you in tampa or sarasota?"
"5302","ham","At WHAT TIME should i come tomorrow"
"3078","ham","Okay but i thought you were the expert"
"4419","ham","How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already ‰Û_"
"946","ham","I cant wait to see you! How were the photos were useful? :)"
"1177","ham","Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? "
"511","ham","8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try"
"2103","ham","Audrie lousy autocorrect"
"2520","ham","Ok. I only ask abt e movie. U wan ktv oso?"
"2050","ham","How much is blackberry bold2 in nigeria."
"1927","ham","Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!"
"960","ham","Where @"
"859","ham","Spoons it is then okay?"
"2026","ham","Yes obviously, but you are the eggs-pert and the potato head‰Û_ Speak soon! "
"5322","ham","Ok no problem... Yup i'm going to sch at 4 if i rem correctly..."
"210","ham","Both :) i shoot big loads so get ready!"
"5158","ham","K k:) sms chat with me."
"2557","ham","Fuck babe ... What happened to you ? How come you never came back?"
"1206","ham","The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P."
"1931","ham","Carry on not disturbing both of you"
"915","ham","Call me da, i am waiting for your call."
"15","ham","I HAVE A DATE ON SUNDAY WITH WILL!!"
"7","ham","Even my brother is not like to speak with me. They treat me like aids patent."
"2227","ham","If you have belive me. Come to my home."
"5416","ham","You should get more chicken broth if you want ramen unless there's some I don't know about"
"3207","ham","This phone has the weirdest auto correct."
"2241","ham","K I'll call you when I'm close"
"1529","ham","Hey what happen de. Are you alright."
"2947","ham","Leave it. U will always be ignorant."
"448","ham","I wont get concentration dear you know you are my mind and everything :-)"
"4951","ham","hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx"
"4712","ham","Thats cool princess! I will cover your face in hot sticky cum :)"
"1384","ham","Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle .."
"3595","ham","Huh but i cant go 2 ur house empty handed right?"
"1381","ham","i dnt wnt to tlk wid u"
"2388","ham","Also where's the piece"
"4507","ham","He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. ÌÏ got a lot of work ar?"
"631","ham","Please dont say like that. Hi hi hi"
"2537","ham","You do what all you like"
"770","ham","Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get."
"1480","ham","My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project."
"4661","ham","Ok no prob..."
"386","ham","It took Mr owl 3 licks"
"3281","ham","I tot it's my group mate... Lucky i havent reply... Wat time do Ì_ need to leave... "
"1885","ham","I love your ass! Do you enjoy doggy style? :)"
"4897","ham","I cant pick the phone right now. Pls send a message"
"3445","ham","wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine \KUDI\""yarasu dhina vaazhthukkal. .."""
"1883","ham","Sorry, I can't help you on this."
"5249","ham","U come n search tat vid..not finishd.."
"1936","ham","Did either of you have any idea's? Do you know of anyplaces doing something?"
"4979","ham","Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :)"
"1733","ham","K, can that happen tonight?"
"4131","ham","\Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But"
"484","ham","Thank you baby! I cant wait to taste the real thing..."
"1393","ham","Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch..."
"3881","ham","Can you plz tell me the ans. BSLVYL sent via fullonsms.com"
"3745","ham","Aight, let me know when you're gonna be around usf"
"2776","ham","We confirm eating at esplanade?"
"143","ham","A swt thought: \Nver get tired of doing little things 4 lovable persons..\"" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8"""
"1835","ham","I have a rather prominent bite mark on my right cheek"
"3795","ham","Also remember the beads don't come off. Ever."
"83","ham","Ok i am on the way to home hi hi"
"5035","ham","How many times i told in the stage all use to laugh. You not listen aha."
"232","ham","Dear we are going to our rubber place"
"3557","ham","I had it already..sabarish asked me to go.."
"4994","ham","My drive can only be read. I need to write"
"1014","ham","Just buy a pizza. Meat lovers or supreme. U get to pick."
"2604","ham","\Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?\"""""
"4029","ham","[‰Û_] anyway, many good evenings to u! s"
"2737","ham","Really? I crashed out cuddled on my sofa."
"755","ham","Realy sorry-i don't recognise this number and am now confused :) who r u please?! "
"4249","ham","Loosu go to hospital. De dont let it careless."
"5554","ham","Hahaha..use your brain dear"
"2277","ham","Love you aathi..love u lot.."
"3627","ham","Still chance there. If you search hard you will get it..let have a try :)"
"2975","ham","Don't worry, * is easy once have ingredients!"
"277","ham","Tell rob to mack his gf in the theater"
"2132","ham","S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:)"
"1525","ham","Hi:)cts employee how are you?"
"2792","ham","‰Û_ we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon \""
ham"""
"4704","ham","Yar but they say got some error."
"2054","ham","Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready..."
"2645","ham","My friends use to call the same."
"1949","ham","I cant pick the phone right now. Pls send a message"
"1332","ham","Good Morning plz call me sir"
"4273","ham","Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park."
"3291","ham","I'm not smoking while people use \wylie smokes too much\"" to justify ruining my shit"""
"3833","ham","I had askd u a question some hours before. Its answer"
"3352","ham","Call him and say you not coming today ok and tell them not to fool me like this ok"
"1279","ham","Can i meet Ì_ at 5.. As 4 where depends on where Ì_ wan 2 in lor.."
"912","ham","I am sorry it hurt you."
"2712","ham","Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
"4599","ham","Have you laid your airtel line to rest?"
"1828","ham","Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs."
"1794","ham","You bad girl. I can still remember them"
"2564","ham","K..k..i'm also fine:)when will you complete the course?"
"2372","ham","Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho"
"4245","ham","Is toshiba portege m100 gd?"
"2443","ham","I donno if they are scorable"
"1712","ham","I got your back! Do you have any dislikes in bed?"
"4267","ham","SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630"
"682","ham","ÌÏ log off 4 wat. It's sdryb8i"
"1587","ham","There are no other charges after transfer charges and you can withdraw anyhow you like"
"846","ham","Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore"
"5159","ham","I will come with karnan car. Please wait till 6pm will directly goto doctor."
"5401","ham","HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!Žö´‰Ó_??‹Û¬ud evening..."
"4338","ham","Yes when is the appt again?"
"4848","ham","S.this will increase the chance of winning."
"1912","ham","Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh."
"4139","ham","Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt"""
"3911","ham","How i noe... She's in da car now... Later then c lar... I'm wearing shorts..."
"2366","ham","Ok try to do week end course in coimbatore."
"3119","ham","Stop knowing me so well!"
"1134","ham","As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
"4619","ham","Sorry, I'll call later In meeting."
"3007","ham","Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!"
"1049","ham","I walked an hour 2 c u! doesnåÕt that show I care y wont u believe im serious?"
"2818","ham","Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join..."
"4582","ham","Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-)"
"1879","ham","I AM AT A PARTY WITH ALEX NICHOLS"
"2057","ham",".Please charge my mobile when you get up in morning."
"1284","ham","Yes i thought so. Thanks."
"3726","ham","No chikku nt yet.. Ya i'm free"
"1552","ham","In e msg jus now. U said thanks for gift."
"3734","ham","4 tacos + 1 rajas burrito, right?"
"2147","ham","So can collect ur laptop?"
"3365","ham","Sorry, I'll call later"
"4918","ham","Sitting in mu waiting for everyone to get out of my suite so I can take a shower"
"2746","ham","R Ì_ going 4 today's meeting?"
"3320","ham","Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?"
"798","ham","\Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic\"""""
"3516","ham","Well, I was about to give up cos they all said no they didn‰Û÷t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?"
"573","ham","Can you open the door?"
"4455","ham","Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person"
"3430","ham","You've always been the brainy one."
"2106","ham","I fetch yun or u fetch?"
"3100","ham","Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas"
"2048","ham","No de. But call me after some time. Ill tell you k"
"4045","ham","If You mean the website. Yes."
"3902","ham","Right on brah, see you later"
"3973","ham","Night night, see you tomorrow"
"4698","ham","Don no da:)whats you plan?"
"1795","ham","How much i gave to you. Morning."
"980","ham","Another month. I need chocolate weed and alcohol."
"1484","ham","Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu"
"2671","ham","Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday."
"1945","ham","Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu"
"5362","ham","Yep get with the program. You're slacking."
"1754","ham","Jus came back fr lunch wif my sis only. U leh?"
"1306","ham","Designation is software developer and may be she get chennai:)"
"3127","ham","Thats cool. i liked your photos. You are very sexy!"
"1987","ham","S..antha num corrct dane"
"2750","ham","You said not now. No problem. When you can. Let me know."
"2242","ham","U buy newspapers already?"
"412","ham","Cos i want it to be your thing"
"3266","ham","tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?"
"1178","ham","Just nw i came to hme da.."
"3118","ham","R u saying i should re order the slippers cos i had to pay for returning it."
"3690","ham","What happen dear tell me"
"3246","ham","Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens"
"2515","ham","Ok ill send you with in  &lt;DECIMAL&gt;  ok."
"5064","ham","I dunno lei... Like dun haf..."
"5261","ham","If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; ."
"5465","ham","I will treasure every moment we spend together..."
"1148","ham","Ok... Help me ask if she's working tmr a not?"
"2202","ham","A boy was late 2 home. His father: \POWER OF FRNDSHIP\"""""
"5161","ham","Ok... Then r we meeting later?"
"4650","ham","Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to \DRINK\"". . . But don't \""DRIVE \"""""
"1485","ham","Sorry, I'll call later"
"4221","ham","Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN."
"5433","ham","Thanx a lot 4 ur help!"
"746","ham","Dunno he jus say go lido. Same time 930."
"217","ham","Tired. I haven't slept well the past few nights."
"1618","ham","Did u download the fring app?"
"3960","ham","I sent lanre fakeye's Eckankar details to the mail box"
"3438","ham","Its good to hear from you"
"932","ham","Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go"
"5256","ham","Ok... Sweet dreams..."
"2658","ham","Dai  &lt;#&gt;  naal eruku."
"1183","ham","K give me a sec, breaking a  &lt;#&gt;  at cstore"
"3698","ham","S:)but he had some luck.2 catches put down:)"
"2933","ham","Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night"
"5030","ham","Is there coming friday is leave for pongal?do you get any news from your work place."
"4423","ham","alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep..."
"3525","ham","I not free today i haf 2 pick my parents up tonite..."
"423","ham","Siva is in hostel aha:-."
"4532","ham","Ok both our days. So what are you making for dinner tonite? Am I invited?"
"52","ham","A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;"
"3543","ham","I'm e person who's doing e sms survey..."
"2084","ham","you are sweet as well, princess. Please tell me your likes and dislikes in bed..."
"5435","ham","Jesus armand really is trying to tell everybody he can find"
"3937","ham","Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?"
"1301","ham","Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one"
"82","ham","K. Did you call me just now ah? "
"3499","ham","I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX"
"2764","ham","Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
"125","ham","ÌÏ predict wat time Ì_'ll finish buying?"
"4716","ham","Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow."
"2410","ham","Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :)"
"5227","ham","Prabha..i'm soryda..realy..frm heart i'm sory"
"4536","ham","Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:"
"5079","ham","Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards."
"2507","ham","Who u talking about?"
"4548","ham","Hope you are having a good week. Just checking in"
"4427","ham","So what did the bank say about the money?"
"2859","ham","Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
"2238","ham","Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know."
"4272","ham","Where to get those?"
"1730","ham","Lol yeah at this point I guess not"
"2550","ham","Yup but not studying surfing lor. I'm in e lazy mode today."
"4637","ham","Oh ho. Is this the first time u use these type of words"
"666","ham","En chikku nange bakra msg kalstiya..then had tea/coffee?"
"1873","ham","Oh ok i didnt know what you meant. Yep i am baby jontin"
"4554","ham","Try to do something dear. You read something for exams"
"3663","ham","Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... \ I will be with YOU \"" Wherevr.. Whenevr.. Forevr... Gudnyt dear.."""
"5314","ham","My sister going to earn more than me da."
"3471","ham","Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams"
"4804","ham","Er, hello, things didn‰Û÷t quite go to plan ‰ÛÒ is limping slowly home followed by aa and with exhaust hanging off"
"3714","ham","Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not."
"4324","ham","I am not having her number sir"
"4341","ham","ÌÏ all write or wat.."
"2303","ham","We can make a baby in yo tho"
